,id,timestamp,hour,day,month,datetime,timezone,source,destination,cab_type,product_id,name,price,distance,surge_multiplier,latitude,longitude,temperature,apparentTemperature,short_summary,long_summary,precipIntensity,precipProbability,humidity,windSpeed,windGust,windGustTime,visibility,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,icon,dewPoint,pressure,windBearing,cloudCover,uvIndex,visibility.1,ozone,sunriseTime,sunsetTime,moonPhase,precipIntensityMax,uvIndexTime,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
43,d768eb2a-ee05-41ec-b21c-0f8e57dbc971,1544854811.0,6.0,15.0,12.0,12/15/18 06:20,America/New_York,North End,Financial District,Lyft,lyft,Lyft,7.0,1.17,1.0,42.3661,-71.0631,45.84,43.0, Overcast , Mostly cloudy throughout the day. ,0.0,0.0,0.92,5.52,7.33,1544918400.0,9.856,54.47,1544896800.0,38.94,1544954400.0,53.8,1544896800.0,35.08,1544950800.0, cloudy ,43.75,1022.31,220.0,1.0,0.0,9.856,298.3,1544875681.0,1544908425.0,0.27,0.0074,1544893200.0,39.54,1544929200.0,54.47,1544896800.0,36.46,1544929200.0,53.8,1544896800.0
44,30cc072a-be59-47b8-bcf5-edd839eb2cd9,1544732110.0,20.0,13.0,12.0,12/13/18 20:15,America/New_York,Fenway,West End,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,18.5,2.72,1.0,42.3647,-71.0542,33.15,30.6, Mostly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.57,3.02,3.02,1544738400.0,9.956,33.83,1544731200.0,27.27,1544781600.0,32.85,1544734800.0,24.61,1544785200.0, partly-cloudy-day ,19.51,1033.96,96.0,0.81,0.0,9.956,330.1,1544702792.0,1544735599.0,0.21,0.0001,1544716800.0,18.29,1544688000.0,33.83,1544731200.0,13.79,1544688000.0,32.85,1544734800.0
45,5985464d-5fa0-4a1e-9b0d-c623003d947c,1544866511.0,9.0,15.0,12.0,12/15/18 09:35,America/New_York,Fenway,Beacon Hill,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,9.5,2.46,1.0,42.3398,-71.0892,46.62,45.36, Overcast , Mostly cloudy throughout the day. ,0.0,0.0,0.88,3.52,5.7,1544918400.0,9.76,54.48,1544896800.0,38.73,1544954400.0,53.81,1544896800.0,34.83,1544950800.0, cloudy ,43.33,1021.3,225.0,0.93,0.0,9.76,295.6,1544875682.0,1544908437.0,0.27,0.0084,1544893200.0,39.49,1544929200.0,54.48,1544896800.0,36.48,1544929200.0,53.81,1544896800.0
46,cda70467-a7aa-4b99-acef-559b81a613f0,1545129010.0,10.0,18.0,12.0,12/18/18 10:30,America/New_York,Financial District,North End,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,8.0,1.21,1.0,42.3647,-71.0542,25.21,13.25, Mostly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.52,14.15,26.56,1545127200.0,9.734,32.8,1545159600.0,20.88,1545220800.0,22.69,1545159600.0,14.31,1545199200.0, partly-cloudy-night ,9.85,1005.95,316.0,0.77,0.0,9.734,366.5,1545134994.0,1545167678.0,0.37,0.0028,1545152400.0,23.23,1545192000.0,38.11,1545109200.0,11.86,1545134400.0,31.96,1545109200.0
47,e838bdb1-113a-48b3-8a3d-78c316829b78,1543362863.0,23.0,27.0,11.0,11/27/18 23:54,America/New_York,Financial District,Fenway,Lyft,lyft,Lyft,13.5,4.52,1.0,42.3505,-71.1054,40.38,35.18, Partly Cloudy , Light rain in the morning. ,0.0,0.0,0.71,7.73,11.57,1543305600.0,10.0,46.74,1543320000.0,33.82,1543399200.0,43.93,1543320000.0,30.36,1543399200.0, partly-cloudy-night ,31.61,991.84,252.0,0.13,0.0,10.0,308.4,1543319478.0,1543353358.0,0.68,0.1438,1543338000.0,36.37,1543377600.0,46.74,1543320000.0,32.6,1543377600.0,43.93,1543320000.0
48,2c71b272-3f17-49f1-a184-f42f332528da,1543227431.0,10.0,26.0,11.0,11/26/18 10:17,America/New_York,Theatre District,Fenway,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,9.5,2.66,1.0,42.3505,-71.1054,41.4,41.4, Foggy ," Rain until morning, starting again in the evening. ",0.0,0.0,0.92,1.81,1.81,1543287600.0,0.965,46.39,1543255200.0,42.15,1543298400.0,43.9,1543251600.0,37.23,1543298400.0, fog ,39.38,1015.41,2.0,1.0,0.0,0.965,298.3,1543233010.0,1543266986.0,0.64,0.1361,1543251600.0,40.61,1543233600.0,46.39,1543255200.0,37.55,1543291200.0,43.9,1543251600.0
49,d88943fb-bdfd-48a6-a6dd-274339de6f7c,1543613885.0,21.0,30.0,11.0,11/30/18 21:38,America/New_York,Boston University,Financial District,Lyft,lyft,Lyft,22.5,4.75,2.0,42.3647,-71.0542,40.33,38.44, Overcast , Mostly cloudy throughout the day. ,0.0,0.0,0.6,3.27,4.24,1543554000.0,9.839,42.52,1543600800.0,31.71,1543658400.0,40.53,1543611600.0,28.06,1543658400.0, cloudy ,27.35,1017.09,278.0,1.0,0.0,9.839,280.7,1543578867.0,1543612470.0,0.79,0.0003,1543593600.0,28.79,1543579200.0,42.52,1543600800.0,26.41,1543575600.0,40.53,1543611600.0
50,e00c6ea3-5081-46b3-8c45-69cc424cb48a,1544733613.0,20.0,13.0,12.0,12/13/18 20:40,America/New_York,Northeastern University,Beacon Hill,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,10.5,2.61,1.0,42.3647,-71.0542,33.15,30.6, Mostly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.57,3.02,3.02,1544738400.0,9.956,33.83,1544731200.0,27.27,1544781600.0,32.85,1544734800.0,24.61,1544785200.0, partly-cloudy-day ,19.51,1033.96,96.0,0.81,0.0,9.956,330.1,1544702792.0,1544735599.0,0.21,0.0001,1544716800.0,18.29,1544688000.0,33.83,1544731200.0,13.79,1544688000.0,32.85,1544734800.0
51,6472c51c-ed82-437f-9de0-80b2e6b8c7a3,1543461969.0,3.0,29.0,11.0,11/29/18 03:26,America/New_York,Back Bay,Boston University,Lyft,lyft_line,Shared,5.0,1.45,1.0,42.2148,-71.033,37.44,30.88, Partly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.7,9.14,9.14,1543446000.0,10.0,42.18,1543420800.0,36.71,1543478400.0,35.75,1543420800.0,30.29,1543460400.0, partly-cloudy-night ,28.61,998.36,303.0,0.44,0.0,10.0,347.7,1543405904.0,1543439738.0,0.72,0.0001,1543420800.0,33.1,1543402800.0,42.18,1543420800.0,29.11,1543392000.0,35.75,1543420800.0
52,280cb6ae-8276-4759-825a-015d885c4221,1545025209.0,5.0,17.0,12.0,12/17/18 05:40,America/New_York,Fenway,Beacon Hill,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,18.5,2.96,1.0,42.3519,-71.0643,39.27,33.06, Drizzle , Light rain in the morning. ,0.0121,0.74,0.9,9.27,12.36,1545022800.0,3.847,41.42,1545076800.0,23.89,1545138000.0,35.95,1545076800.0,11.83,1545134400.0, rain ,36.71,1006.44,39.0,1.0,0.0,3.847,329.1,1545048558.0,1545081262.0,0.33,0.0178,1545066000.0,34.07,1545044400.0,41.42,1545076800.0,28.11,1545044400.0,35.95,1545076800.0
53,c3ebaabb-3b21-4825-a740-0dc3e622e4d6,1544886314.0,15.0,15.0,12.0,12/15/18 15:05,America/New_York,Back Bay,Northeastern University,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,27.0,1.22,1.0,42.3519,-71.0551,50.71,50.71, Mostly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.83,3.55,4.79,1544918400.0,9.909,54.46,1544896800.0,39.29,1544954400.0,53.79,1544896800.0,35.17,1544947200.0, partly-cloudy-day ,45.61,1022.29,218.0,0.55,1.0,9.909,299.2,1544875676.0,1544908426.0,0.27,0.0081,1544893200.0,39.68,1544929200.0,54.46,1544896800.0,36.43,1544929200.0,53.79,1544896800.0
54,35267e4a-0da8-4f2f-8d05-4f4671b5eddc,1543445920.0,22.0,28.0,11.0,11/28/18 22:58,America/New_York,Financial District,Haymarket Square,Lyft,lyft_line,Shared,3.5,1.27,1.0,42.3647,-71.0542,40.43,34.59, Overcast , Mostly cloudy throughout the day. ,0.0,0.0,0.64,9.08,12.72,1543431600.0,10.0,42.61,1543438800.0,37.6,1543489200.0,36.57,1543438800.0,32.12,1543478400.0, cloudy ,29.27,994.99,295.0,1.0,0.0,10.0,354.8,1543405936.0,1543439716.0,0.72,0.0,1543420800.0,33.85,1543399200.0,42.61,1543438800.0,30.03,1543399200.0,36.57,1543438800.0
56,8f49405a-7128-4ae8-b752-bfdda08ef567,1543481582.0,8.0,29.0,11.0,11/29/18 08:53,America/New_York,Beacon Hill,Fenway,Lyft,lyft_plus,Lyft XL,13.5,2.45,1.0,42.3505,-71.1054,38.61,32.4, Mostly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.68,8.99,16.24,1543514400.0,10.0,44.96,1543510800.0,28.42,1543579200.0,38.85,1543510800.0,29.07,1543579200.0, partly-cloudy-night ,28.96,1000.98,306.0,0.74,0.0,10.0,343.1,1543492412.0,1543526107.0,0.75,0.0,1543510800.0,35.2,1543550400.0,44.96,1543510800.0,31.4,1543550400.0,38.85,1543510800.0
57,72edb03f-6c45-4754-b7ee-4b0692d88ca6,1543846382.0,14.0,3.0,12.0,12/3/18 14:13,America/New_York,Financial District,Boston University,Lyft,lyft,Lyft,13.5,5.35,1.0,42.3519,-71.0551,52.45,52.45, Mostly Cloudy , Foggy in the morning. ,0.0,0.0,0.87,4.95,4.95,1543856400.0,10.0,57.27,1543852800.0,33.67,1543921200.0,56.6,1543852800.0,28.0,1543914000.0, partly-cloudy-day ,48.63,999.97,236.0,0.81,1.0,10.0,301.0,1543838253.0,1543871621.0,0.89,0.0005,1543852800.0,42.89,1543896000.0,57.27,1543852800.0,39.54,1543896000.0,56.6,1543852800.0
58,1cb6212d-2fc0-4926-a7b7-e6abb3273e35,1543408286.0,12.0,28.0,11.0,11/28/18 12:31,America/New_York,Northeastern University,Theatre District,Lyft,lyft_premier,Lux,16.5,2.02,1.0,42.3588,-71.0707,36.53,32.06, Mostly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.71,5.42,6.95,1543431600.0,9.974,42.61,1543438800.0,37.64,1543485600.0,36.6,1543438800.0,32.23,1543478400.0, partly-cloudy-day ,28.14,991.36,261.0,0.54,0.0,9.974,347.5,1543405939.0,1543439721.0,0.72,0.0,1543420800.0,33.83,1543399200.0,42.61,1543438800.0,30.13,1543399200.0,36.6,1543438800.0
59,c1a0b8b0-e629-4498-94c5-a29ee9f3f423,1543478582.0,8.0,29.0,11.0,11/29/18 08:03,America/New_York,West End,Haymarket Square,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,27.5,0.04,1.0,42.3505,-71.1054,38.61,32.4, Mostly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.68,8.99,16.24,1543514400.0,10.0,44.96,1543510800.0,28.42,1543579200.0,38.85,1543510800.0,29.07,1543579200.0, partly-cloudy-night ,28.96,1000.98,306.0,0.74,0.0,10.0,343.1,1543492412.0,1543526107.0,0.75,0.0,1543510800.0,35.2,1543550400.0,44.96,1543510800.0,31.4,1543550400.0,38.85,1543510800.0
60,39369a3c-66bc-480d-82b8-40e144a18f38,1543899780.0,5.0,4.0,12.0,12/4/18 05:02,America/New_York,Back Bay,Northeastern University,Lyft,lyft_plus,Lyft XL,10.5,1.05,1.0,42.3398,-71.0892,41.47,36.74, Mostly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.64,7.3,9.0,1543939200.0,9.807,39.04,1543942800.0,19.36,1544007600.0,31.97,1543946400.0,15.33,1544007600.0, partly-cloudy-night ,30.16,1003.91,315.0,0.74,0.0,9.807,337.1,1543924720.0,1543958019.0,0.93,0.0,1543942800.0,25.41,1543982400.0,42.42,1543899600.0,20.01,1543982400.0,37.16,1543899600.0
62,d69e8abf-e1f6-49ac-a91d-c5fe55f7e162,1543279154.0,0.0,27.0,11.0,11/27/18 00:39,America/New_York,North End,Back Bay,Lyft,lyft_premier,Lux,19.5,2.91,1.0,42.3661,-71.0631,44.52,39.94, Rain ," Rain until morning, starting again in the evening. ",0.1058,1.0,0.91,8.33,8.4,1543287600.0,3.79,46.49,1543255200.0,41.9,1543298400.0,43.84,1543244400.0,36.7,1543298400.0, rain ,42.17,1006.47,89.0,1.0,0.0,3.79,296.4,1543233003.0,1543266973.0,0.64,0.1225,1543251600.0,40.45,1543233600.0,46.49,1543255200.0,37.17,1543291200.0,43.84,1543244400.0
64,0462770a-589e-4172-bef2-f80523417240,1545087304.0,22.0,17.0,12.0,12/17/18 22:55,America/New_York,Boston University,Beacon Hill,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,9.5,2.79,1.0,42.3588,-71.0707,39.75,35.21, Overcast , Light rain in the morning. ,0.0,0.0,0.73,6.38,9.37,1545022800.0,9.775,41.35,1545076800.0,24.0,1545134400.0,35.88,1545076800.0,11.99,1545134400.0, cloudy ,31.63,1000.26,285.0,0.92,0.0,9.775,364.4,1545048561.0,1545081263.0,0.33,0.0184,1545066000.0,34.25,1545044400.0,41.35,1545076800.0,28.4,1545044400.0,35.88,1545076800.0
67,da5412ed-f9c4-4efa-a7f7-c940780c1048,1543405884.0,11.0,28.0,11.0,11/28/18 11:51,America/New_York,Northeastern University,Back Bay,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,11.5,1.64,1.0,42.3647,-71.0542,35.54,30.98, Mostly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.73,5.31,7.2,1543431600.0,9.933,42.61,1543438800.0,37.6,1543489200.0,36.57,1543438800.0,32.12,1543478400.0, partly-cloudy-night ,27.87,991.07,270.0,0.76,0.0,9.933,345.8,1543405936.0,1543439716.0,0.72,0.0,1543420800.0,33.85,1543399200.0,42.61,1543438800.0,30.03,1543399200.0,36.57,1543438800.0
68,fa6a70bd-cb30-42b4-b118-1a5eb7a23c08,1543658284.0,9.0,1.0,12.0,12/1/18 09:58,America/New_York,South Station,Back Bay,Lyft,lyft_premier,Lux,19.5,2.39,1.0,42.3429,-71.1003,31.87,27.83, Mostly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.82,4.09,4.09,1543672800.0,9.687,44.82,1543690800.0,34.57,1543712400.0,44.15,1543690800.0,35.22,1543712400.0, partly-cloudy-night ,26.99,1019.9,312.0,0.52,0.0,9.687,282.9,1543665338.0,1543698866.0,0.82,0.0,1543683600.0,31.11,1543662000.0,44.82,1543690800.0,27.8,1543662000.0,44.15,1543690800.0
70,d02d1a98-7bba-47bd-b637-d9c7ee8ec85d,1543356742.0,22.0,27.0,11.0,11/27/18 22:12,America/New_York,Back Bay,Boston University,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,12.0,1.43,1.0,42.3519,-71.0643,40.88,35.55, Partly Cloudy , Light rain in the morning. ,0.0,0.0,0.68,8.21,12.35,1543338000.0,10.0,46.72,1543320000.0,33.65,1543399200.0,43.7,1543320000.0,29.88,1543399200.0, partly-cloudy-night ,31.21,991.29,247.0,0.28,0.0,10.0,307.6,1543319469.0,1543353347.0,0.68,0.1422,1543338000.0,35.9,1543377600.0,46.72,1543320000.0,31.81,1543377600.0,43.7,1543320000.0
71,1a39e0b8-0804-4ffe-906f-906b95e88352,1544785209.0,11.0,14.0,12.0,12/14/18 11:00,America/New_York,Back Bay,Northeastern University,Lyft,lyft_lux,Lux Black,16.5,1.08,1.0,42.3559,-71.055,27.83,27.83, Partly Cloudy , Partly cloudy throughout the day. ,0.0,0.0,0.8,2.9,4.06,1544846400.0,9.666,46.63,1544814000.0,40.78,1544832000.0,43.84,1544817600.0,38.59,1544835600.0, partly-cloudy-night ,22.45,1034.02,194.0,0.29,0.0,9.666,293.1,1544789234.0,1544822012.0,0.24,0.0,1544806800.0,27.21,1544781600.0,46.63,1544814000.0,24.55,1544785200.0,43.84,1544817600.0
72,4782ec95-89e0-4444-b6f9-d003279c9417,1544398410.0,23.0,9.0,12.0,12/9/18 23:33,America/New_York,Back Bay,North End,Lyft,lyft_premier,Lux,16.5,2.47,1.0,42.3503,-71.081,30.26,24.67, Clear , Partly cloudy throughout the day. ,0.0,0.0,0.58,5.4,6.25,1544371200.0,9.972,35.97,1544378400.0,21.91,1544443200.0,29.83,1544378400.0,19.4,1544439600.0, clear-night ,17.19,1022.19,219.0,0.0,0.0,9.972,304.1,1544357000.0,1544389987.0,0.09,0.0003,1544374800.0,15.95,1544353200.0,35.97,1544378400.0,14.08,1544356800.0,29.83,1544378400.0
73,e9abd2c5-2d7d-4b44-820b-f837e3d97953,1543352603.0,21.0,27.0,11.0,11/27/18 21:03,America/New_York,Fenway,Financial District,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,25.0,4.42,1.0,42.2148,-71.033,42.23,36.87, Mostly Cloudy , Light rain in the morning. ,0.0,0.0,0.7,8.92,10.36,1543334400.0,9.961,47.55,1543320000.0,33.1,1543402800.0,44.12,1543320000.0,29.11,1543392000.0, partly-cloudy-night ,33.05,991.47,250.0,0.77,0.0,9.961,308.9,1543319437.0,1543353364.0,0.68,0.1064,1543338000.0,35.36,1543377600.0,47.55,1543320000.0,31.04,1543377600.0,44.12,1543320000.0
74,5fa86b0e-87b0-4419-b7a2-073043e59054,1544915113.0,23.0,15.0,12.0,12/15/18 23:05,America/New_York,Back Bay,Northeastern University,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,14.5,1.08,1.0,42.3519,-71.0551,46.15,43.35, Partly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.65,5.55,9.73,1544918400.0,10.0,54.46,1544896800.0,39.29,1544954400.0,53.79,1544896800.0,35.17,1544947200.0, partly-cloudy-night ,35.07,1022.39,41.0,0.21,0.0,10.0,299.7,1544875676.0,1544908426.0,0.27,0.0081,1544893200.0,39.68,1544929200.0,54.46,1544896800.0,36.43,1544929200.0,53.79,1544896800.0
75,87acb7da-dedf-44b5-9df7-00235cd92ce0,1543877586.0,22.0,3.0,12.0,12/3/18 22:53,America/New_York,Fenway,Back Bay,Lyft,lyft_lux,Lux Black,19.5,1.57,1.0,42.3519,-71.0551,49.11,46.18, Partly Cloudy , Foggy in the morning. ,0.0,0.0,0.51,6.87,10.16,1543856400.0,10.0,57.27,1543852800.0,33.67,1543921200.0,56.6,1543852800.0,28.0,1543914000.0, partly-cloudy-night ,31.81,1001.06,279.0,0.17,0.0,10.0,319.7,1543838253.0,1543871621.0,0.89,0.0005,1543852800.0,42.89,1543896000.0,57.27,1543852800.0,39.54,1543896000.0,56.6,1543852800.0
76,d402b9e6-6019-484e-9018-032aaf14e043,1543840678.0,12.0,3.0,12.0,12/3/18 12:37,America/New_York,Northeastern University,Theatre District,Lyft,lyft,Lyft,9.0,1.99,1.0,42.3661,-71.0631,48.63,47.56, Overcast , Foggy in the morning. ,0.0,0.0,0.92,3.65,5.27,1543856400.0,4.767,57.04,1543852800.0,33.72,1543921200.0,56.37,1543852800.0,28.18,1543914000.0, cloudy ,46.37,1000.12,224.0,0.95,0.0,4.767,302.0,1543838258.0,1543871620.0,0.89,0.0004,1543852800.0,42.91,1543896000.0,57.04,1543852800.0,39.59,1543896000.0,56.37,1543852800.0
77,291bd235-f08e-414e-891c-2340d82e8318,1544879115.0,13.0,15.0,12.0,12/15/18 13:05,America/New_York,Beacon Hill,Northeastern University,Lyft,lyft_plus,Lyft XL,16.5,2.5,1.0,42.3505,-71.1054,47.56,46.32, Overcast , Mostly cloudy throughout the day. ,0.008,0.32,0.9,3.66,5.3,1544918400.0,8.904,54.29,1544896800.0,38.48,1544954400.0,53.62,1544896800.0,34.85,1544954400.0, cloudy ,44.89,1022.68,240.0,1.0,0.0,8.904,297.5,1544875688.0,1544908439.0,0.27,0.0082,1544893200.0,39.74,1544929200.0,54.29,1544896800.0,37.04,1544929200.0,53.62,1544896800.0
78,dccc0f6d-977d-41a8-84fe-2b4a1538b544,1544944508.0,7.0,16.0,12.0,12/16/18 07:15,America/New_York,North End,Financial District,Uber,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,8.0,1.34,1.0,42.3519,-71.0643,40.19,35.1, Partly Cloudy , Rain throughout the day. ,0.0,0.0,0.69,7.48,9.7,1545015600.0,10.0,43.7,1544990400.0,34.07,1545044400.0,38.29,1544986800.0,28.11,1545044400.0, partly-cloudy-night ,30.69,1023.03,54.0,0.2,0.0,10.0,299.3,1544962119.0,1544994844.0,0.3,0.1261,1544979600.0,39.07,1544954400.0,43.7,1544990400.0,33.64,1545019200.0,38.29,1544986800.0
79,98eed227-9a6b-491d-8a54-996c40d6c15c,1543878782.0,23.0,3.0,12.0,12/3/18 23:13,America/New_York,Theatre District,Northeastern University,Lyft,lyft_luxsuv,Lux Black XL,34.0,2.12,1.0,42.2148,-71.033,47.25,44.57, Clear , Foggy in the morning. ,0.0,0.0,0.57,5.68,8.16,1543860000.0,10.0,57.87,1543852800.0,32.8,1543921200.0,57.2,1543852800.0,27.22,1543914000.0, clear-night ,32.76,1001.76,267.0,0.04,0.0,10.0,320.6,1543838223.0,1543871641.0,0.89,0.0007,1543852800.0,42.96,1543896000.0,57.87,1543852800.0,39.41,1543896000.0,57.2,1543852800.0
80,3c3fa0dc-6255-4e2e-91d5-e24810092c2b,1543546380.0,2.0,30.0,11.0,11/30/18 02:53,America/New_York,Financial District,Fenway,Lyft,lyft_premier,Lux,26.0,4.51,1.0,42.3661,-71.0631,37.11,31.86, Clear , Partly cloudy throughout the day. ,0.0,0.0,0.67,6.68,8.53,1543514400.0,9.969,44.66,1543510800.0,28.68,1543575600.0,38.3,1543510800.0,27.26,1543568400.0, clear-night ,27.27,1011.84,318.0,0.03,0.0,9.969,296.9,1543492404.0,1543526094.0,0.75,0.0,1543510800.0,35.15,1543550400.0,44.66,1543510800.0,30.98,1543550400.0,38.3,1543510800.0
81,9ffb123b-e151-4d7a-aa2e-06d6d23afede,1544870709.0,10.0,15.0,12.0,12/15/18 10:45,America/New_York,Haymarket Square,West End,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,7.0,0.62,1.0,42.3429,-71.1003,46.59,45.5, Overcast , Possible drizzle in the morning. ,0.0,0.0,0.88,3.33,5.34,1544918400.0,9.627,54.38,1544896800.0,38.49,1544954400.0,53.71,1544896800.0,34.73,1544954400.0, cloudy ,43.25,1021.21,222.0,0.89,0.0,9.627,295.4,1544875685.0,1544908439.0,0.27,0.0087,1544893200.0,39.44,1544929200.0,54.38,1544896800.0,36.56,1544929200.0,53.71,1544896800.0
82,451f164c-5d79-471b-9d9a-16f37f57c26b,1545092704.0,0.0,18.0,12.0,12/18/18 00:25,America/New_York,Northeastern University,West End,Lyft,lyft,Lyft,10.5,2.83,1.25,42.3559,-71.055,37.97,32.71, Partly Cloudy , Light rain in the morning. ,0.0,0.0,0.7,6.96,11.55,1545022800.0,9.904,41.41,1545076800.0,23.95,1545138000.0,35.91,1545076800.0,11.84,1545134400.0, partly-cloudy-night ,28.97,1001.23,292.0,0.47,0.0,9.904,378.9,1545048556.0,1545081259.0,0.33,0.0177,1545066000.0,34.18,1545044400.0,41.41,1545076800.0,28.19,1545044400.0,35.91,1545076800.0
83,7b5d2c31-800b-4f04-836a-ab82630553fa,1545146711.0,15.0,18.0,12.0,12/18/18 15:25,America/New_York,Boston University,West End,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,10.5,3.04,1.0,42.3647,-71.0542,27.41,16.07, Partly Cloudy , Mostly cloudy throughout the day. ,0.0,0.0,0.46,14.11,24.43,1545127200.0,10.0,32.8,1545159600.0,20.88,1545220800.0,22.69,1545159600.0,14.31,1545199200.0, partly-cloudy-day ,9.37,1010.13,318.0,0.43,1.0,10.0,376.9,1545134994.0,1545167678.0,0.37,0.0028,1545152400.0,23.23,1545192000.0,38.11,1545109200.0,11.86,1545134400.0,31.96,1545109200.0
84,789125a9-fad8-473f-982e-11c7e22ded49,1543440008.0,21.0,28.0,11.0,11/28/18 21:20,America/New_York,West End,South Station,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,19.5,2.14,1.0,42.3519,-71.0551,41.35,35.62, Overcast , Mostly cloudy throughout the day. ,0.0,0.0,0.6,9.29,11.6,1543431600.0,10.0,42.6,1543438800.0,37.33,1543489200.0,36.56,1543435200.0,31.82,1543478400.0, cloudy ,28.39,993.87,295.0,1.0,0.0,10.0,355.2,1543405934.0,1543439719.0,0.72,0.0,1543420800.0,33.7,1543399200.0,42.6,1543438800.0,29.88,1543399200.0,36.56,1543435200.0
85,025e68e2-0d26-4543-ade3-504a8c1d19e8,1543208581.0,5.0,26.0,11.0,11/26/18 05:03,America/New_York,West End,Northeastern University,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,12.0,3.08,1.0,42.3503,-71.081,41.99,41.99, Overcast ," Rain until morning, starting again in the evening. ",0.0,0.0,0.91,0.53,0.88,1543287600.0,4.675,46.46,1543255200.0,42.17,1543298400.0,43.81,1543251600.0,37.08,1543298400.0, cloudy ,39.54,1014.11,91.0,1.0,0.0,4.675,312.3,1543233004.0,1543266980.0,0.64,0.1245,1543251600.0,40.67,1543233600.0,46.46,1543255200.0,37.45,1543291200.0,43.81,1543251600.0
86,b9613969-8691-452e-8250-1585fb3080db,1544902204.0,19.0,15.0,12.0,12/15/18 19:30,America/New_York,Beacon Hill,Northeastern University,Lyft,lyft_line,Shared,3.5,2.03,1.0,42.3505,-71.1054,53.1,53.1, Clear , Mostly cloudy throughout the day. ,0.0,0.0,0.65,3.13,4.03,1544918400.0,9.509,54.29,1544896800.0,38.48,1544954400.0,53.62,1544896800.0,34.85,1544954400.0, clear-day ,41.47,1020.67,341.0,0.1,0.0,9.509,301.7,1544875688.0,1544908439.0,0.27,0.0082,1544893200.0,39.74,1544929200.0,54.29,1544896800.0,37.04,1544929200.0,53.62,1544896800.0
87,94194288-d7e7-4e67-b9e3-73091ccb8112,1543357465.0,22.0,27.0,11.0,11/27/18 22:24,America/New_York,Back Bay,Boston University,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,13.0,1.39,1.0,42.3519,-71.0643,40.88,35.55, Partly Cloudy , Light rain in the morning. ,0.0,0.0,0.68,8.21,12.35,1543338000.0,10.0,46.72,1543320000.0,33.65,1543399200.0,43.7,1543320000.0,29.88,1543399200.0, partly-cloudy-night ,31.21,991.29,247.0,0.28,0.0,10.0,307.6,1543319469.0,1543353347.0,0.68,0.1422,1543338000.0,35.9,1543377600.0,46.72,1543320000.0,31.81,1543377600.0,43.7,1543320000.0
88,a77346a2-a5db-4bfa-a6e0-238451397f01,1543706881.0,23.0,1.0,12.0,12/1/18 23:28,America/New_York,Back Bay,Northeastern University,Lyft,lyft_line,Shared,3.0,1.06,1.0,42.3519,-71.0643,37.05,37.05, Partly Cloudy , Light rain in the morning and overnight. ,0.0,0.0,0.74,2.34,2.87,1543672800.0,9.785,44.76,1543690800.0,34.83,1543712400.0,44.09,1543690800.0,35.48,1543712400.0, partly-cloudy-night ,29.65,1023.57,133.0,0.31,0.0,9.785,271.5,1543665331.0,1543698855.0,0.82,0.0,1543683600.0,31.42,1543658400.0,44.76,1543690800.0,27.77,1543658400.0,44.09,1543690800.0
